Id,Label,modularity_class
pagandeng,pagandeng,11
kompascom,kompascom,13
kurawa,kurawa,4
mohmahfu,mohmahfu,12
mohmahfudmd,mohmahfudmd,12
Alvin Lie ✈⚽,Alvin Lie ✈⚽,12
Ahmad Husain Fahasbu,Ahmad Husain Fahasbu,12
Muhidin M Dahlan,Muhidin M Dahlan,12
Beril Huliselan ?? ??,Beril Huliselan ?? ??,12
Teuku Mahfud,Teuku Mahfud,12
Murtadha,Murtadha,12
Dr. M. Fadjroel Rachman,Dr. M. Fadjroel Rachman,12
Raghunath sahu,Raghunath sahu,12
Irwan A Tajoedin,Irwan A Tajoedin,12
Dodo,Dodo,12
Voidotid,Voidotid,12
RUDI VALINKA,RUDI VALINKA,12
@herisan,@herisan,12
AirinNz_KembaliLagi,AirinNz_KembaliLagi,12
David Ridwan Betz,David Ridwan Betz,12
Jinar Saskara,Jinar Saskara,12
Bakul Tempe,Bakul Tempe,12
Nyai Jagat,Nyai Jagat,12
ʍ ʏ օ ?,ʍ ʏ օ ?,12
Faizal Assegaf,Faizal Assegaf,12
Mohamad Guntur Romli,Mohamad Guntur Romli,12
Tezar Raharja,Tezar Raharja,12
Nasrul Fatah ,Nasrul Fatah ,12
kopisufi,kopisufi,12
ina syahputri,ina syahputri,12
Basuki Noegroho,Basuki Noegroho,12
Azvya,Azvya,12
Kondang Merak,Kondang Merak,12
Yush,Yush,12
Habieb Selow,Habieb Selow,12
Eghar Anugrapaksi,Eghar Anugrapaksi,12
Voter Education,Voter Education,12
Zarry ?,Zarry ?,12
"Nur Wardhani, PhD, CPIA","Nur Wardhani, PhD, CPIA",12
Husin Alwi,Husin Alwi,12
Rani Kancana ❤️?,Rani Kancana ❤️?,12
mohmahfudmdTran,mohmahfudmdTran,12
Panggil aja Purbo,Panggil aja Purbo,12
msaid_didu,msaid_didu,4
muhadklyacho,muhadklyacho,13
nanassiil,nanassiil,12
noire172,noire172,4
CEN666EK ???,CEN666EK ???,4
officialptdi,officialptdi,4
olpproject,olpproject,13
S.,S.,13
pandji,pandji,12
partaiperindo,partaiperindo,12
pindad,pindad,4
pkbbrebes,pkbbrebes,6
ponakannyaom,ponakannyaom,14
Urip & Relax ?,Urip & Relax ?,14
Box2Box Indonesia,Box2Box Indonesia,14
prabowo,prabowo,7
Fedi Nuril,Fedi Nuril,7
Dr Prabu Revolusi,Dr Prabu Revolusi,7
Mrs. Kiky,Mrs. Kiky,7
Ariza Patria,Ariza Patria,7
Anindya N. Bakrie,Anindya N. Bakrie,7
Miya ??️??,Miya ??️??,7
Ndon ? ️️️️️️️️️,Ndon ? ️️️️️️️️️,7
K_Ompu,K_Ompu,7
?? B. Prasetya ??,?? B. Prasetya ??,7
Ade Nurulianto,Ade Nurulianto,7
Lukman Simandjuntak,Lukman Simandjuntak,7
maspandam,maspandam,7
prabowoTranslat,prabowoTranslat,9
Susi Pudjiastuti,Susi Pudjiastuti,9
satriohendri,satriohendri,8
slankdotcom,slankdotcom,12
ANAKNYA PAK SANUSI,ANAKNYA PAK SANUSI,12
sociotalker,sociotalker,11
tempodotco,tempodotco,0
timpenguinnas,timpenguinnas,12
tni_ad,tni_ad,4
tomlembong,tomlembong,11
Daeng Rahing,Daeng Rahing,11
William A. Sarana,William A. Sarana,11
tribunnews,tribunnews,15
Tribun Jambi,Tribun Jambi,15
TribunAmbon.com,TribunAmbon.com,15
tribunnewsTrans,tribunnewsTrans,15
tvOneNews,tvOneNews,7
Lintang Singh,Lintang Singh,7
yennywahid,yennywahid,12
zainul_munas,zainul_munas,6
